Metabolite,Chemical Formula,Metabolism,HMDB ID,Column,Ion Mode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48, QC 01, QC 02, QC 03
Cytidine,C9H13N3O5,Nucleotide,HMDB0000089,HILIC,Negative,349920.6828,1668686.701,2212908.019,460700.9367,1065612.043,2892682.207,449839.5772,2089746.037,2175264.906,529158.6431,1602553.308,2893517.95,447526.3274,1259736.831,1840520.213,406040.085,2559608.175,1623325.936,568215.4256,3015532.534,2460207.038,485403.5495,2246147.948,1751955.434,683640.7246,2957705.576,3993167.841,658863.2486,2288314.643,3959624.499,682493.5751,3172976.703,2347473.124,713138.4749,4845272.567,2505730.137,706730.8646,3216478.181,3802487.043,560753.089,2740634.204,4201298.479,805338.6337,2338347.611,4847913.392,465322.6817,3777713.588,3379590.512,2085799.181,2409928.599,2256872.549
Erythrose-4-Phosphate,C4H9O7P,Nucleotide,HMDB0001321,HILIC,Negative,18057.45258,91471.20299,206129.0348,25397.0911,120781.5948,329892.3337,31809.42656,260810.6233,320077.5942,29210.13995,241403.5846,484663.8913,28088.07111,116705.0645,256641.2777,33041.18261,228185.3266,245406.5717,23220.67287,205455.168,298800.1257,16268.87266,188537.6225,171364.7179,10016.91675,52795.17145,101380.6684,17101.9822,89556.10354,164837.2093,16283.4076,125656.3808,124726.442,26443.52104,242231.7259,168193.0362,23297.26617,140287.6609,230084.2243,18313.68597,81770.73084,180387.4345,20261.33484,61459.72103,156414.161,13436.87917,109619.0366,104530.3345,133856.6473,134114.4971,123438.7567
D-Gluconic acid,C6H12O7,Nucleotide,HMDB0000625,HILIC,Negative,2601699.905,4904471.989,16155706.99,942759.0407,1774972.901,5528977.979,1650218.26,8924718.18,3913907.605,2359019.482,3346561.67,15638541.23,4090721.938,3642138.016,5974139.216,2586543.698,3414894.826,6365084.38,1073100.71,8938123.331,9981362.885,1069463.006,9232022.927,4316762.889,3468006.916,16018328.37,21009869.09,3669076.821,21783343.89,25666336.88,2905168.091,10082757.01,11847610.93,3535893.731,17067615.89,16573358.15,4638953.465,33701719.8,22685095.74,2842247.582,19314872.76,22095039.23,6427924.932,17315018.76,19233506.12,2813820.911,30366406.78,16043940.46,10199842.39,7145603.169,10791062.25
Sedoheptulose 7-phosphate,C7H15O10P,Glycolysis,HMDB0001068,HILIC,Negative,127593.3706,704765.0729,1617551.353,224531.6695,498856.4285,1525015.748,195204.5571,844978.7855,777455.8071,204509.9762,983614.9197,1736933.156,216822.7701,519275.9748,620775.9095,240609.8146,1005393.15,866524.1315,154153.7944,1245971.677,1598714.133,135290.6246,1120224.047,683885.2464,153587.086,470171.5991,618302.6942,132293.9542,634005.6027,972228.3792,121214.9378,675962.7268,507057.5556,143556.7397,1270565.655,531840.3999,168863.188,627632.7611,945046.1897,96124.06335,557713.6243,917590.3716,116766.7409,345688.0767,1328155.568,95341.68585,800961.9912,676472.0084,648041.7072,529506.2011,622861.0792
gama-Aminobutyric acid,C4H9NO2,Amino acid,HMDB0000112,HILIC,Negative,26728.69187,87153.96096,104157.2451,27242.04846,57281.13716,157773.6218,34907.60596,124062.0242,142163.2386,29451.4044,99509.35439,171978.9623,16693.16841,74509.49636,110409.6397,24430.40544,113412.5306,147745.8775,28156.13857,127997.8297,150214.8712,23117.5131,127390.3322,107575.6507,21844.20006,117665.1545,145934.9453,24798.11483,86836.36711,125677.3037,23630.2287,114916.8524,120564.996,25474.5151,186774.2698,132373.2667,21482.31993,131481.8377,146409.8508,22839.06636,118143.4271,118848.8414,31573.04817,85105.32927,169596.1423,27614.25566,183930.5579,144934.3237,96615.99665,92558.06342,94656.25107
glucose 6 phosphate,C6H13O9P,Glycolysis,HMDB0001401,HILIC,Negative,484190.8231,2848556.012,7130558.66,812108.8644,3558580.661,10850973.76,1037229.432,8263699.276,9876734.523,842368.4226,9529711.547,19090483.46,883292.1305,4061728.627,8294577.981,934125.384,7094556.054,8622547.801,694291.0319,6403363.986,11493835.6,488374.2355,6185558.555,5793190.419,310550.3707,1811155.961,3253903.186,481972.45,3131428.235,6158296.739,451841.6582,4030674.579,3973747.551,802050.3202,7824754.277,4782724.103,655030.7393,4182470.962,7687707.56,554915.3489,2737189.731,5570326.313,644645.9802,1829476.357,5353253.155,443983.9515,3316953.093,3170700.035,4428164.182,4334256.258,4441677.308
Glutamic acid,C5H9NO4,Amino acid,HMDB0000148,HILIC,Negative,355110.2827,1433291.203,1383489.261,295238.3131,969595.5733,2237176.437,413561.804,1932154.165,2178680.916,422768.2116,1424186.42,2728849.778,230272.9836,1093787.557,1753665.399,323082.1857,1660871.405,2538198.511,401343.6609,2297080.093,2891886.119,306723.3033,2043137.13,1905402.241,306869.3444,2081167.73,2728630.47,383761.856,1445355.372,1974533.965,351898.8224,1803607.274,2026415.197,385989.0352,2917817.652,2290372.653,340591.2883,2108908.644,2648155.008,359991.9132,2053181.692,1671976.744,446706.5169,1482434.38,2574028.901,394616.2038,3308660.549,2832073.207,1654133.724,1524364.962,1514776.715
glyceraldehyde 3 Phosphate,C3H7O6P,Lipids,HMDB0304402,HILIC,Negative,10239.24011,59768.90448,483148.1578,13503.63281,84274.9664,184790.9851,8490.790971,238031.283,225389.5812,7704.023029,60461.21628,92990.32573,11005.05062,48241.60831,182079.405,7811.719523,69454.09008,190198.5835,7306.765824,87545.43377,207872.0987,4760.386874,26058.46277,52256.27254,6808.564497,46577.6722,50004.66234,3842.051533,106982.9745,25250.36898,6097.893627,97315.20568,39894.16908,8077.30179,59901.47717,86874.19501,8152.832092,71017.34887,124297.2053,6386.913368,39585.96777,190950.4275,9733.548956,87778.25295,301425.6024,5695.025863,21276.41224,43802.99965,51981.63043,88116.13525,50314.20313
Glycerol 3-phosphate,C3H9O6P,Lipids,HMDB0000126,HILIC,Negative,187203.2651,1134311.774,1469232.998,348649.1768,856821.3678,3041878.021,319858.3043,1575467.357,1462231.398,259299.5855,1599422.184,3164106.201,215311.3418,994499.2605,1241587.417,187460.3762,1215550.477,1674913.398,187251.0912,2146086.723,2605309.204,114096.2609,1246858.083,881092.429,172638.1562,1794385.275,2982371.995,293548.9862,1465047.877,5067635.388,308141.2272,2042823.294,2053615.588,417534.8143,3658776.872,1912472.622,313303.566,1511402.751,2854973.94,402570.662,2954509.237,2371261.868,452015.995,1275626.832,3290898.947,340907.0329,3848155.15,2234187.354,1729935.723,1267970.086,1646099.184
Glycerylphosphorylethanolamine,C5H14NO6P,Lipids,HMDB0000114,HILIC,Negative,237146.227,1043068.58,1563378.119,178456.7962,524780.7641,1393420.118,349846.5876,1655512.239,1505948.182,301357.4648,997723.2182,2125231.432,226001.4819,731222.5012,1253083.507,201558.7143,1096681.139,1194379.077,354074.6287,1180174.172,1599852.693,338513.7698,1323227.517,1002176.277,182134.664,994034.5641,1269604.859,154733.1783,761110.2726,1590204.418,164377.6486,805211.9081,807382.8273,168979.7523,1014264.142,793133.5981,160094.4361,857919.629,965100.0914,172823.3654,842922.624,879649.2569,242905.7833,626546.7187,1056940.517,146691.1333,1375054.256,955607.8256,797882.9463,865250.6887,778710.5151
Glycine,C2H5NO2,Amino acid,HMDB00123,HILIC,Negative,24967.52192,103909.2308,124771.1609,26192.59895,85891.39365,108085.19,26774.28332,109423.9224,154901.6413,29146.91301,68926.04547,80787.24866,13755.16559,76926.16726,141958.5525,24907.21071,119639.1587,111667.9555,26985.9447,106002.9688,104697.8389,21221.25789,112387.4496,103011.5908,19671.32157,174913.2857,255149.2608,33502.98083,145103.6909,95790.85992,31601.71686,186441.5003,210935.9223,38292.00189,236233.8733,212866.4914,29972.72334,177036.9527,212641.951,33339.62932,140574.6458,203057.0775,37906.91841,119684.0424,226529.3488,25057.43611,199595.017,196957.7193,95247.23341,151922.6023,110622.7746
Guanidylic acid (guanosine monophosphate),C10H14N5O8P,Nucleotide,HMDB0001397,HILIC,Negative,274826.9418,1070577.353,1276801.999,364255.4647,665041.218,1208228.216,468447.5134,1629532.167,1248004.641,344847.3095,1038650.481,1340829.891,247651.9308,817579.182,1080052.548,313106.6389,1381543.772,916340.6093,451063.5377,1547480.033,1503079.954,326846.3152,1388352.302,904478.4844,283461.0803,1602154.196,1819363.993,421254.5607,1463041.636,2058191.709,335185.8774,1705468.525,1270336.49,499256.288,2672041.735,1371925.874,379680.3513,1835000.701,1861284.067,464052.884,1552027.428,1810200.786,588421.0006,1261750.012,2322327.749,353779.4451,2179078.029,1586485.978,1080787.129,1135905.072,1154682.594
Guanosine,C10H13N5O5,Nucleotide,HMDB00133,HILIC,Negative,51570.20332,450439.0184,1220048.025,81638.09661,214998.427,572167.7105,78305.99401,594629.3842,383901.3463,43837.09745,504338.2098,764727.7419,68162.29799,286361.8714,446620.5299,52791.87927,196572.9954,557876.722,87869.14052,340374.8329,796607.4832,74918.95465,254888.6375,521181.8824,79154.44492,475590.1925,729212.0046,69420.61477,752280.5796,950917.809,63761.01843,385859.7025,559261.7529,67930.27358,588547.6884,441623.1767,55679.80236,579006.5831,507546.3014,84142.4836,410370.6243,685294.3576,67562.50468,377663.6139,1015434.168,98342.46141,544301.8854,579039.1959,360820.4584,255451.0904,307608.1695
Inosine,C10H12N4O5,Nucleotide,HMDB00195,HILIC,Negative,785164.8714,5499683.508,8857870.174,2924462.861,4593218.53,25681128.95,723027.8165,5363340.491,6019648.86,573944.7257,11641011.88,16322978.4,1530159.154,4042379.662,6223554.062,723476.5305,2791002.72,5848227.381,1188959.184,4017298.963,6264923.362,1035312.837,4897763.941,7193407.327,1667570.094,6496434.203,8794466.453,757167.1322,5593134.438,25206025.83,719962.6541,5011569.415,9043252.213,750132.0697,19897846.14,7601766.588,675335.1163,4963084.274,7156300.256,904015.6202,4830177.624,7344840.273,746909.433,4266018.666,23438287.53,973764.014,5595958.138,8378167.658,4576176.92,3952471.401,5276798.502
N-(1-Deoxy-1-fructosyl)histidine,C12H19N3O7,Carboxylic acids,HMDB0037839,HILIC,Negative,12496.91226,45845.71048,136703.2129,10677.36212,40248.35635,28171.00647,26738.95573,130697.1442,107222.4197,13459.55932,68505.43905,79473.96069,18058.05658,54621.30232,104100.0547,7756.298165,41600.37749,91441.37114,16515.99405,90852.47889,124636.5066,20556.61668,75119.73812,57420.50236,5431.730741,36888.4432,47684.58018,5834.603982,31016.69603,39842.70824,4173.85555,35328.7426,46975.76361,6031.194736,36292.08408,50992.87686,5700.512283,31783.19109,46068.54313,7214.424772,42097.99056,58529.68915,13631.43391,24200.75412,65053.02316,9193.37429,60595.88678,50297.76907,31936.90603,37696.96305,39239.43958
Oxidized glutathione,C20H32N6O12S2,Redox,HMDB0003337,HILIC,Negative,12673.80242,60745.54204,135402.0725,21821.94754,45279.51502,203147.5062,17688.29978,84819.52419,87081.13779,28697.3159,93330.4418,269669.7186,14040.68997,106505.8116,93511.86961,10870.02744,142477.0078,104140.9728,9594.658705,128560.6071,115121.0689,14515.75984,220039.5514,93706.78704,8750.754017,158647.9954,158886.1877,26861.77257,169341.8538,768601.3699,21404.96641,276153.816,162527.2609,38126.86317,406854.5318,195898.8961,14600.4012,195447.4195,351623.3411,13512.962,207104.7757,399383.4252,32442.92828,125798.3339,453194.7641,5830.334146,230025.3147,158152.1942,149797.2412,128838.8434,161183.4934
Proline,C5H9NO2,Amino acid,HMDB0000162,HILIC,Negative,424716.5725,1863028.156,3895762.506,597714.7146,1290239.277,4296074.542,447021.8282,3517201.963,2289948.97,335688.5618,2201274.222,4319521.207,497396.8154,1845000.878,2097756.258,410579.1548,1759296.134,3922780.259,311687.6801,3005713.427,4607972.603,328519.5728,1913691.009,2998907.66,441829.3964,2328129.94,2551377.368,331914.1233,2768093.301,2819840.37,379234.2083,1638100.344,2610536.998,265418.6379,3396988.787,2140500.414,271916.4897,2815716.524,2391124.636,357815.0329,2150033.006,3301340.834,308893.3094,1954525.915,4558722.581,549709.0913,2694453.507,2686573.199,1977326.238,1229712.216,1446674.063
pyruvate,C3H4O3,Energy,HMDB0000243,HILIC,Negative,184586.511,502146.6097,1705768.656,163876.1058,420368.3114,844761.9723,88054.20153,1288585.542,482407.8438,80965.32407,549772.4122,627115.165,122473.5662,236497.7813,384648.9754,319544.8493,289296.6781,711861.911,100643.8927,327689.824,281563.1276,120438.9654,297987.965,816428.4546,70659.47393,237640.0327,369668.901,64041.53648,806506.3969,577482.9693,76427.96848,343736.3625,614760.8499,69578.45476,783158.319,612022.2617,83988.65528,1037916.45,506857.9214,90035.5943,211003.5966,2003871.816,56290.64373,1075701.954,1448843.359,139457.5552,379057.0998,577058.3111,253842.5188,336601.0824,279154.5342
Taurine,C2H7NO3S,Amino acid,HMDB0000251,HILIC,Negative,508633.4476,1457109.247,3374053.528,458039.7365,1087109.529,2844966.782,598721.7665,2244249.837,1998242.453,448389.355,1780141.283,2224061.402,401426.5221,1229265.347,1839206.27,574450.7166,1742824.532,2338401.792,473068.3587,2794647.935,3199405.451,357137.1729,2074133.61,1509888.702,521250.7099,2788681.122,3411172.393,610388.7026,3192273.839,1788517.338,419297.2731,2118504.499,2349448.36,520654.1357,4908578.853,2636433.561,519476.9042,3591415.206,2821409.435,428869.3631,2534489.376,5091574.534,620748.5924,2086388.574,5892032.741,560246.0224,3355435.549,2739701.126,1742010.999,1692651.09,1807109.316
Urate,C5H4N4O3,Nucleotide,HMDB0000289,HILIC,Negative,1142695.677,2973552.452,7006788.802,1555155.472,2130409.985,5977566.943,1490917.655,5393512.776,2972545.862,1272647.701,4245897.983,3119175.331,952642.6575,3311997.71,2738790.352,1674800.801,2975596.684,3573226.866,1236682.777,9362198.536,7095028.215,772433.3522,4290359.027,3012217.004,2092225.862,5614074.458,6250832.116,2982058.659,9527290.593,3332885.156,1247316.47,3605187.177,5075596.859,927669.7307,12295718.66,4621731.04,1867014.394,12244927.19,4374489.112,990290.327,4908036.727,10500334.94,1617360.843,6582122.2,15419513.42,3085128.2,7745317.234,5453370.045,3355936.968,3173998.248,3521445.88
Uridine diphosphate glucose (UDP-glucose),C15H24N2O17P2,Nucleotide,HMDB0000286,HILIC,Negative,5493.928977,32783.01681,42863.63745,9018.894205,18363.92578,94046.46494,16937.90607,53879.36053,44335.89632,7371.761548,55984.5642,184203.5387,8715.095973,25690.79524,59263.746,6331.147227,45337.55969,92134.97128,10175.25729,73383.15322,166219.4562,10841.34558,60508.69824,37292.22668,16849.96358,123157.1789,148319.9343,19757.66826,87912.26318,397494.9925,20798.86845,114674.4884,70019.32143,27402.54792,287774.8925,99652.35171,25947.57035,72945.65304,178121.1927,15452.252,160634.8092,120645.0226,34077.78089,60246.81349,290156.7276,17503.21232,348808.7402,128470.0998,106978.3454,57416.90323,101122.6239
Valine,C5H11NO2,Amino acid,HMDB0000883,HILIC,Negative,34741.02362,205447.1526,558948.3741,45019.92948,126862.6006,574171.9287,44705.648,268997.8844,181357.6571,39247.17076,254522.0783,484751.8306,37487.48606,191417.9595,232543.2124,42062.9251,126164.7607,284855.3265,34253.55574,231514.4731,431482.167,30806.49597,155465.4642,300713.242,103580.1248,570885.5655,794823.291,79889.64185,715585.0445,1070303.831,88064.1207,283656.5887,517107.0984,52044.85734,840330.9355,443660.1963,64412.05582,738968.0577,440306.712,67130.93633,421037.7634,835213.892,44494.08423,444582.6138,1150043.557,184299.4516,553889.304,619638.7975,284141.6037,172487.5232,204244.5105
Decanoic acid (Capric acid),C10H20O2,Fatty acids,HMDB0000511,HILIC,Negative,87045.28946,525828.3106,508930.5904,103538.7032,568099.6679,341366.1378,123297.8304,339663.6389,783638.5304,113581.7701,270992.2084,199043.1701,16104.49389,572350.8651,825688.991,106748.131,500706.3274,721215.1401,180829.0778,545002.2883,634105.8837,187369.5328,448874.2604,910200.9717,19297.09305,485165.6916,813209.9179,114862.6373,270957.2919,106165.3086,121315.6458,485467.6435,916120.3759,147998.7401,264117.3394,723848.5453,132284.4663,239479.0706,730508.6263,164137.5494,420424.0473,391716.7479,142607.8707,282785.0899,542285.9311,128997.4905,512496.2889,735243.8667,399310.8781,517292.77,460746.4784
Dodecanoic acid (Lauric acid),C12H24O2,Fatty acids,HMDB0000638,HILIC,Negative,9963363.91,44739584.09,33772258.46,8213733.292,53433371.83,26980611.29,10165599.34,20516594.02,55158745.09,7697738.573,20834225.28,15752437.65,1344945.841,42660962.51,55840075.51,6427084.313,35972307.84,53503308.17,14854785.25,42929197.57,42395114.07,11204078.84,31489408.49,52178094.94,763597.3715,36544794.58,64369029.41,8869386.061,33936552.74,12232241.01,8265426.708,51146844.09,80531552.38,13267767.36,24248701.36,67651241.87,8247657.383,21655656.83,67270156.02,15557201.24,41242210.79,35703979.95,13003996.6,24518647.37,41756081.87,11257499.05,51732376.64,62159195.18,38120646,48123915.16,41324788.12
Tetradecanoic acid (Myristic acid),C14H28O2,Fatty acids,HMDB0000806,HILIC,Negative,19555398.33,75507567.09,64594620.83,14213667.31,75974177.95,44445395.78,20517597.11,39935112.06,84113271.72,21947124.13,36058726.86,27512439.01,4134229.627,67872820.8,80315954.2,16032458.49,68575469.58,77043031.78,27199638.42,69382825.74,69185802.56,30392646.74,61974160.82,89083973.19,2405344.542,58700550.17,70493312.32,17173252.31,50775072.65,21694805.02,17426403.48,66341692.81,79172428.7,23095947.76,38471223.35,85498571.23,20243769.91,41432624.07,87129618.46,24415709.05,58188841.36,45596492.68,25417842.56,40909835.62,63149071.14,17410959.54,67189747.86,83765687.26,63066036.32,70691060.28,62570646.28
5-Tetradecenoic acid,C14H26O2,Fatty acids,HMDB0000499,HILIC,Negative,11989055.87,57907450.95,45525911.72,10802211.75,70184121.44,40057629.88,15130905.39,28273037.55,67034041.28,11758512.12,29606945.02,24679844.85,2156655.993,60759375.06,71835585.15,8116779.92,50922412.08,65287191.13,18227797.36,57783423.05,59645031.75,16184725.13,45162556.45,65164394.89,1275416.38,42806828.5,62069266.97,10705785.13,40705997.66,17153972.46,11067401.62,55994098.25,76785267.87,14562349.8,30874587.41,68128803.17,11950774.18,29277316.68,77960799.19,16060252.24,43999888.26,42059631.3,16850640.4,31156270.11,51498273.5,12473807.8,57759859.47,71311414.02,49566395.07,58853238.78,50744870.77
Hexadecanoic acid (Palmitic acid),C16H32O2,Fatty acids,HMDB0000220,HILIC,Negative,26452322.66,57020131.02,44399381.18,23273550.68,58033576.22,28808393.42,34233159.68,31544739.1,61324311.91,43238872.55,27708721.22,20230943.54,5615485.385,56528376.33,52575383.63,23215141.52,58530614.09,53673074.82,43248806.65,63362307.68,54386876.06,46877827.98,45981113.39,54245842.03,6116916.139,60580363.86,61986658.14,35725655.16,45227956.25,17925949.29,36101090.4,59176771.71,63696061.76,40756312.41,33857722.04,59422130.14,36964220.74,35553875.35,57163455.91,39443754.98,45740038.65,31962883.74,37649409.33,35315320,49708920.14,33443921.5,52788192.18,56858147.38,54253560.54,59526423.36,57796671.9
Hexadecenoic acid,C16H30O2,Fatty acids,HMDB0031053,HILIC,Negative,32560959.98,128502685.4,110467662.8,23611564.91,116644594.9,71557663.52,34336250.51,69074373.27,134324440,34017109.64,55776496.25,48620861.08,6604516.098,109511578.4,140569691.5,23274368.85,110388341,121696915.7,43387861.57,114400441.2,122771335.5,48006835.56,100395537.2,141619997.5,4331048.458,98415318.85,118237750.6,22767090.09,71547176.41,35300606.48,23345981.36,90337400,113410499.5,28388834.07,52694015.75,101821587.9,24749282.14,53627937.95,107785170.7,33109178.98,75740440.89,65232613.83,32954159.33,57172270.41,85499595.5,28598027.55,88223005.59,114543244.8,97468864.35,104743155.6,94243757.44
Stearic acid (FA 18:0),C18H36O2,Fatty acids,HMDB0000827,HILIC,Negative,7046644.894,9349264.261,4772572.284,6852562.056,9186813.614,3241872.786,9790287.572,4530214.366,8832469.971,15415496.84,3919142.848,2341207.89,1406386.909,9075712.828,7741667.985,6997568.674,9993810.881,7800645.845,11907896.26,9491816.065,7584732.445,13962338.39,7219040.992,6522881.37,2232038.971,11446707.91,10252159.51,12430673.2,9507706.57,2008647.165,15884115.59,12647199.89,11069592.19,15893633.96,6036429.381,10220112.01,14872801.83,6035074.054,9436173.81,15107844.11,8460959.842,4488594.331,13661528.34,6776409.841,8182673.934,13043933.5,9713048.008,9788855.178,10159462.49,11499127.3,10788092.98
Oleic acid (FA 18:1),C18H34O2,Fatty acids,HMDB0000918,HILIC,Negative,32323629.74,124220456.2,86250160.71,22265572.43,110418252.3,60498936.72,35116232.41,61152087.24,122314720.1,36633615.56,46762522.78,38343033.13,6146347.253,107710652.8,133340831.2,21602557.03,100229711.9,108027586.2,46711542.8,113846956.9,105091596.4,51959474.26,96258494.73,113595577.9,5823671.818,124346554.9,156265820.8,31662587.54,82033016.96,35971140.77,31409924.31,109129797.3,147601160.5,36771135.27,58787090.74,121059064.2,30454244.32,60144180.55,124357024.3,37127531.75,89359330.67,72844747.01,39921860.12,64172136.1,101516440.9,32986826.9,109794922,144084306.9,103187718.3,117817329.7,111194466.7
Linoleic acid (FA 18:2),C18H32O2,Fatty acids,HMDB0000673,HILIC,Negative,11603979.28,48918477.97,39145209.53,6810343.551,40820381.23,23509013.7,12833349.9,28398455.05,56253490.99,12553823.62,21149965.93,18522293.31,2402709.749,40653299.26,56679248.06,7550462.992,41442590.71,51585187.64,18920568.9,44972109.47,46710668.31,16274761.62,39073923.2,56125230.15,3690098.188,71365234.68,96865055.78,17183485.06,52568523.69,24808074.23,16343108.98,65813536.08,90755562.97,20076018.5,39737863.9,80791684.43,17868584.56,40457823.39,81302870.84,20847658.18,56341368.68,48148544.52,22555413.15,43122271.32,70468097.97,20042161.14,68774979.93,94799667.93,54669118.7,60718299.88,54594676.59
alpha Linolenic acid (FA 18:3),C18H30O2,Fatty acids,HMDB0001388,HILIC,Negative,2080045.508,9294008.644,7811561.333,1100733.464,6330488.895,4233441.705,2701376.58,8780868.68,14772797.91,2287219.809,4992086.687,3986174.881,407732.985,9415574.433,15219208.22,1327183.972,7703945.642,9737683.369,3201328.382,7668666.87,9487333.817,3596768.338,7698224.085,11631733.93,382248.0393,8497312.453,11727296.02,2169171.119,6625400.029,3108184.752,1946847.399,9126837.19,12937784.02,3591112.144,5385387.094,11338028.24,2021546.871,5059661.311,11827240.71,2377411.231,6872331.717,6138828.131,3332900.156,5198849.783,9876609.912,2268400.792,11713242.67,13559170.9,8882163.382,9617027.145,8873907.462
Arachidic acid (FA 20:0),C20H40O2,Fatty acids,HMDB0002212,HILIC,Negative,271741.5801,431135.9036,178111.5678,179498.9358,345985.5704,72987.70449,376238.2033,214534.4054,237548.0467,433055.0802,176112.4613,57845.7381,56913.58579,374024.3541,292802.8861,218102.2613,347511.2061,238464.8158,455550.1833,370690.1016,298068.8757,381461.2794,229312.1438,137521.7854,73473.40592,565567.4313,292355.0711,365622.4704,317335.6861,49718.1125,384968.838,563281.9497,280536.7066,435486.6539,213673.2699,309494.1156,460055.155,221039.5943,270197.3543,426655.294,251901.0578,95076.96448,571346.8111,217271.9508,280180.4875,445063.1838,349739.6581,266346.401,322767.2279,467475.4104,423657.2539
Eicosenoic acid (FA 20:1),C20H38O2,Fatty acids,HMDB0062436,HILIC,Negative,127446.072,502167.4366,279315.2579,95010.29239,471880.2778,170045.2988,174056.924,204051.1083,433772.9582,189083.6114,138214.4032,95218.08805,29461.83552,404485.6899,478096.0423,84414.35192,399928.2823,407480.1432,212510.7051,428046.1988,394350.8867,188378.5955,368703.0507,368506.9226,47138.65039,897864.8673,1055394.592,283749.0941,663740.0961,201642.4918,309437.1836,1065310.386,1202154.963,458894.3395,482678.7788,902562.3487,282968.223,466618.9179,1024494.624,329885.9563,721165.7586,417183.653,367624.9677,536091.9283,737370.5308,262419.4962,991347.8956,860135.9905,625923.7677,762789.0848,682886.4582
Eicosadienoic acid (FA 20:2),C20H36O2,Fatty acids,HMDB0005060,HILIC,Negative,124997.3058,479344.4724,321513.783,79337.48404,544626.861,165054.4426,157513.4788,284446.006,527852.1382,113935.3698,169659.5493,147126.8855,28109.08151,504475.3947,568573.2753,61246.76203,470424.9863,511933.7976,210675.3302,515420.2155,543583.0517,150010.39,444154.7216,495675.2244,17183.28543,442613.5472,701364.6252,73044.18475,354625.5417,157689.5921,91409.64633,623400.7926,736519.761,176268.5518,320132.3478,690675.0183,99468.54677,258827.6384,684883.1777,143075.3036,457246.5409,332185.0305,184823.7793,295198.7879,574817.5811,63813.34427,671474.1003,618139.5397,462704.9342,551633.8271,524882.2844
Eicosatrienoic acid (FA 20:3),C20H34O2,Fatty acids,HMDB0010378,HILIC,Negative,1833.141064,8115.05611,10489.49418,1902.529928,7346.151439,3097.547276,3586.646275,6827.082056,14417.24564,3910.902944,6006.389344,3532.901508,426.6341202,32295.45345,16008.29011,2642.514512,10910.43447,16314.19964,6779.084198,11304.67769,12992.00119,3342.118147,13143.44715,16805.81541,735.097425,7552.27209,18088.77291,4553.574495,8000.295454,1235.808208,4885.150671,20793.81129,13976.21103,2654.172185,5657.428285,22385.71926,1910.996633,4234.811844,25503.23941,2303.135362,34455.00278,4536.74155,2446.842985,50596.935,19608.78055,4863.654657,31081.19074,20273.03302,17588.18748,12347.75355,28597.82815
"Docosanoic acid (Behenic acid, FA 22:0)",C22H44O2,Fatty acids,HMDB0000944,HILIC,Negative,393503.4483,356865.944,68161.85409,299219.877,241274.4865,44877.73936,741656.2573,144563.685,196182.2768,660314.6726,90529.33486,28986.23725,103038.0468,404986.317,168988.7549,256165.4722,207830.6819,121234.7085,1003846.705,460062.6013,182619.8102,415594.912,203140.3611,59509.04612,143839.9097,709638.8637,229984.8277,884980.6817,225304.4272,20106.27334,1057720.888,592709.0664,157791.0606,1251240.122,163131.6405,216609.3844,994211.0043,177165.9265,142096.5462,1099659.926,141102.0141,44621.67406,1419109.96,171130.4286,192065.3551,810226.6186,183272.0667,157459.3957,412779.5285,542474.584,517028.9586
Erucic acid (FA 22:1),C22H42O2,Fatty acids,HMDB0002068,HILIC,Negative,57494.5913,77669.816,25052.68867,51492.88566,75074.24087,11832.9286,98517.95555,26285.57334,57561.67744,401813.7774,10974.06892,9016.262181,16022.87776,67999.5745,47590.31397,49994.55897,81015.20309,55014.10579,127485.4496,76542.568,58469.15285,93747.3093,58728.19732,32226.47727,23541.7956,193765.3043,145415.6206,138979.7344,127819.7479,12933.11197,205458.0797,185266.2525,141119.3019,232448.4349,61400.83663,114587.4652,159425.5194,63091.47622,96171.84884,147711.8023,101103.0629,32046.12891,204444.9906,77852.99458,88474.17295,95119.88854,119006.4032,103127.6726,115698.1518,139531.9469,128263.9569
Docosadienoate (FA 22:2),C22H40O2,Fatty acids,HMDB0061714,HILIC,Negative,20592.61946,71479.43047,31885.74053,14381.07484,85741.58343,18046.23839,32841.46506,34095.92826,65798.53922,30559.01622,17946.02919,13827.42611,3147.722714,80479.89041,65914.42901,8674.947658,81573.65179,63441.90458,43551.11153,72386.89097,64646.9462,30190.40824,70131.8409,57898.58793,3692.30891,108925.7789,117459.6406,20939.52215,66675.57152,10529.26506,22592.26641,112367.9622,130253.7617,43178.03081,42846.57231,96075.37439,24622.8888,37798.88667,99154.47277,26700.57669,72773.96334,41414.61283,39290.03823,40822.36778,82482.98269,16087.49604,112955.8208,101890.7917,76603.27549,94944.04242,81153.7636
